userid,button,is_canceled
51970,bottom,True
52100,bottom,False
52177,bottom,False
52271,bottom,False
52357,top,False
52420,top,True
52636,bottom,False
53149,bottom,False
53373,bottom,True
53393,top,True
53450,bottom,False
53464,bottom,False
53470,bottom,False
53597,bottom,False
53638,top,False
53763,top,False
53935,bottom,False
53996,bottom,True
54069,top,True
54162,top,True
54178,top,False
54244,bottom,False
54256,bottom,False
54403,top,False
54580,top,False
54617,bottom,False
54680,bottom,False
54681,bottom,False
54754,top,False
54776,top,False
54975,top,False
55139,top,False
55213,bottom,True
55250,bottom,True
55480,top,False
55621,top,False
56116,bottom,False
56237,bottom,False
56269,top,False
56294,bottom,False
56446,top,False
56496,bottom,True
56522,top,False
56587,bottom,False
56815,top,True
56895,bottom,False
56997,bottom,False
57149,top,False
57321,top,False
57334,bottom,False
57339,bottom,False
57369,bottom,True
57401,top,False
57429,bottom,False
57516,top,True
57833,bottom,False
58180,bottom,False
58189,top,False
58289,top,True
58394,bottom,False
58592,bottom,False
58700,top,False
58768,top,False
58813,bottom,False
59164,top,False
59395,top,True
59531,top,False
60035,bottom,False
60103,bottom,False
60160,bottom,False
60410,bottom,False
60424,top,False
60619,bottom,False
60929,bottom,False
60956,bottom,False
60984,top,True
61104,top,False
61245,top,False
61462,top,False
61563,top,False
61595,bottom,False
61609,top,False
61651,top,False
61952,top,False
61979,top,False
62084,top,False
62145,bottom,False
62206,top,False
62434,top,False
62437,bottom,False
62566,bottom,False
62700,bottom,True
62704,bottom,False
62879,top,False
63001,bottom,False
63335,top,False
63370,top,True
63473,top,False
63478,top,True
63480,top,False
63555,bottom,False
63617,top,True
63766,top,False
63786,bottom,False
63832,top,False
63889,top,True
63962,top,False
64052,top,False
64224,bottom,True
64235,top,False
64309,bottom,False
64643,bottom,False
64646,bottom,True
64792,top,False
64849,bottom,False
64930,top,False
64944,bottom,False
65032,bottom,False
65452,top,False
65482,bottom,False
65511,top,False
66120,bottom,False
66509,top,False
66677,bottom,False
66713,bottom,False
66947,bottom,False
67078,top,False
67122,top,False
67190,bottom,False
67193,bottom,False
67234,top,False
67387,top,False
67654,bottom,False
67829,bottom,False
67910,bottom,False
67950,top,False
68020,bottom,True
68112,top,False
68151,bottom,False
68386,top,False
68394,bottom,True
68406,bottom,False
68485,top,False
68698,bottom,False
68856,top,False
68887,bottom,False
68915,bottom,False
68965,bottom,True
69027,bottom,False
69050,top,False
69392,top,False
69488,top,False
69649,bottom,True
69870,bottom,True
69917,bottom,False
69927,top,True
69998,top,False
70074,top,False
70127,top,False
70175,bottom,True
70294,bottom,False
70522,bottom,False
70570,top,False
70899,bottom,False
71062,top,False
71119,top,True
71161,bottom,False
71165,bottom,False
71205,top,False
71235,top,False
71326,bottom,False
71489,top,False
71635,top,False
71698,top,False
71777,bottom,False
72085,bottom,False
72164,top,True
72353,bottom,False
72419,bottom,False
72470,bottom,False
72555,top,True
72614,bottom,False
72661,bottom,False
72752,bottom,False
72813,top,False
72872,top,False
72918,bottom,False
72977,bottom,False
73378,bottom,False
73412,top,False
73868,bottom,False
74231,top,False
74276,top,True
74369,bottom,False
74377,top,False
74422,bottom,True
74568,top,False
75029,bottom,False
75734,bottom,False
76062,top,False
76089,bottom,False
76133,top,False
76549,top,True
76573,top,False
76598,top,False
76662,bottom,False
76767,bottom,False
76784,bottom,False
76895,bottom,False
76917,top,False
76934,bottom,False
77151,bottom,False
77172,top,False
77195,bottom,False
77468,top,False
77495,bottom,False
77644,top,False
77731,top,True
77812,bottom,False
77821,bottom,False
77837,bottom,False
77850,top,False
78089,top,False
78142,bottom,False
78183,top,False
78237,top,False
78312,top,False
78409,top,False
78563,bottom,False
78846,top,False
78900,top,False
79646,bottom,False
79890,top,False
79929,bottom,False
80215,bottom,False
80282,top,True
80485,bottom,False
80496,bottom,False
80526,top,True
80582,bottom,False
80618,bottom,False
80634,bottom,True
80746,top,False
80754,bottom,False
80860,bottom,False
80884,top,False
80900,bottom,False
81447,top,False
81480,bottom,False
81524,top,False
81532,top,False
81668,bottom,False
81959,bottom,False
82064,top,False
82545,bottom,False
82655,bottom,False
82753,top,False
82783,bottom,True
82937,bottom,False
83072,top,False
83080,bottom,False
83103,top,False
83140,bottom,False
83254,top,False
83309,bottom,False
83317,bottom,False
83438,bottom,True
83732,bottom,True
83798,bottom,False
84100,top,False
84191,top,False
84208,bottom,False
84406,bottom,False
84816,bottom,False
84929,bottom,False
84961,bottom,False
85007,bottom,True
85277,top,True
85560,top,False
85601,top,False
85805,bottom,False
86342,top,False
86781,bottom,False
86821,bottom,False
87098,bottom,False
87220,bottom,False
87258,bottom,True
87276,top,True
87410,top,False
87419,top,False
87509,bottom,False
87542,top,False
87640,bottom,False
87649,bottom,False
87671,bottom,False
87697,bottom,False
87728,bottom,False
87827,top,False
88235,bottom,False
88282,top,False
88361,bottom,True
88392,top,False
88497,top,True
88521,bottom,False
88907,top,False
89272,bottom,False
89605,bottom,False
89618,top,False
90120,top,False
90233,top,False
90335,bottom,False
90481,bottom,False
90566,top,False
90640,top,True
90744,top,False
90755,top,False
90892,top,False
90916,bottom,True
90979,top,False
90992,bottom,False
91010,bottom,False
91027,top,False
91045,bottom,False
92061,bottom,False
92161,top,False
92162,top,False
92168,bottom,False
92286,top,False
92463,bottom,False
92638,bottom,False
92789,bottom,False
92914,bottom,True
93014,top,False
93131,bottom,False
93166,top,False
93241,top,False
93289,bottom,False
93646,top,False
93914,bottom,False
93957,top,True
93997,top,False
94159,top,True
94282,bottom,False
94407,top,False
94455,bottom,True
94639,top,False
94768,top,False
94904,top,False
95033,top,False
95357,bottom,True
95371,top,True
95530,top,False
95696,bottom,True
95946,top,False
96038,bottom,True
96058,top,True
96076,top,True
96123,bottom,False
96471,top,False
96535,bottom,False
96561,bottom,True
96675,top,True
96744,top,True
96745,bottom,True
97019,top,False
97308,top,True
97461,bottom,False
97741,top,False
97754,top,False
97777,bottom,False
97849,top,True
97873,bottom,False
97971,top,True
98151,top,False
98229,top,False
98354,bottom,False
98592,bottom,False
98833,top,False
98955,top,False
99178,top,False
99252,bottom,False
99264,top,False
99307,bottom,False
99411,bottom,False
99583,bottom,False
99630,top,False
99631,bottom,False
99806,top,False
99912,bottom,False
99928,bottom,False
99944,bottom,False
99976,top,False
100026,bottom,False
100084,top,True
100151,bottom,True
100214,bottom,True
100367,top,False
100511,top,False
100556,bottom,True
100585,top,False
100807,top,False
100899,bottom,False
100933,top,False
101024,bottom,False
101041,top,False
101248,bottom,False
101591,top,True
101601,top,False
101664,top,False
101675,bottom,False
101697,bottom,False
101864,bottom,False
101880,top,False
101884,bottom,False
101915,top,True
101953,bottom,False
101961,bottom,False
102182,bottom,False
102302,bottom,True
102540,top,True
102573,bottom,False
102598,top,False
102742,bottom,False
102748,bottom,False
102753,top,False
102931,top,False
102977,top,True
103095,bottom,False
103308,bottom,False
103414,top,False
103463,bottom,False
103498,top,True
103555,top,False
103557,bottom,False
103625,top,False
103714,top,False
103804,top,False
104157,bottom,False
104158,bottom,True
104211,top,False
104553,top,False
104563,bottom,False
104577,top,True
104592,bottom,False
104686,top,False
104694,top,True
104796,top,True
104800,top,False
104899,bottom,True
104999,bottom,True
105277,top,False
105342,bottom,False
105632,bottom,False
105700,top,False
105948,top,False
106093,top,False
106422,bottom,False
106423,top,False
106447,top,False
106487,top,False
106523,bottom,False
106600,top,True
106828,top,False
106895,top,False
107040,bottom,False
107169,bottom,False
107563,top,False
107617,top,False
107662,top,False
107670,top,False
107936,bottom,False
107981,top,False
108052,bottom,False
108068,top,False
108134,top,True
108287,top,False
108303,bottom,False
108320,bottom,False
108454,top,True
108535,bottom,False
108608,top,False
108668,bottom,False
108753,bottom,False
109109,top,False
109111,bottom,False
109151,bottom,False
109158,bottom,False
109300,bottom,False
109366,bottom,True
109431,top,False
109458,bottom,False
109556,top,False
109578,top,False
109745,bottom,False
109757,top,True
109796,bottom,False
109838,top,False
109991,top,True
110004,top,False
110329,bottom,False
110479,top,True
110528,top,False
110634,top,False
110750,bottom,False
111162,top,False
111196,bottom,False
111362,bottom,False
111382,bottom,True
111496,top,False
111540,bottom,False
111949,top,False
111961,bottom,False
111981,bottom,False
112127,top,False
112216,bottom,False
112251,top,False
112355,bottom,False
112365,bottom,False
112375,top,False
112718,top,True
113086,bottom,False
113087,bottom,True
113325,top,True
113378,bottom,True
113462,top,False
113497,top,False
113563,top,False
113607,top,False
113621,bottom,True
113666,top,True
113725,bottom,False
113800,top,False
113888,top,False
114118,top,False
114278,top,False
114320,top,False
114360,bottom,False
114521,top,False
114532,top,False
114626,bottom,False
114859,top,False
114985,bottom,False
115234,top,True
115235,top,False
115498,bottom,False
115774,bottom,False
115813,bottom,False
115854,bottom,False
115980,bottom,False
116002,top,True
116099,bottom,False
116198,top,False
116247,top,True
116336,top,False
116382,bottom,True
116423,top,False
116430,top,False
116439,bottom,False
116590,top,False
116653,bottom,False
116793,bottom,True
116828,top,False
117026,top,False
117186,bottom,False
117195,bottom,False
117242,top,False
117481,top,False
117700,bottom,False
117728,bottom,False
117763,bottom,False
117868,top,False
117918,bottom,False
117992,top,True
118091,bottom,False
118189,top,False
118204,top,False
118555,bottom,False
118654,bottom,True
118690,top,False
118773,bottom,False
119142,top,False
119209,bottom,True
119231,top,False
119331,top,True
119464,top,False
119507,top,False
119591,bottom,False
119742,top,True
119784,top,False
120131,bottom,False
120587,top,False
120662,bottom,True
120664,bottom,False
120771,top,False
120978,top,False
121148,bottom,False
121179,top,False
121303,top,True
121409,top,False
121431,bottom,False
121476,top,False
121571,top,False
121738,bottom,False
122133,top,False
122211,top,False
122299,bottom,False
122334,top,False
122533,top,True
122635,top,False
122690,bottom,False
122817,bottom,False
122975,top,True
122981,top,False
123038,bottom,False
123083,bottom,False
123121,bottom,False
123318,bottom,False
123406,bottom,False
123522,bottom,False
123638,top,False
123904,top,False
123937,bottom,False
124004,top,False
124022,top,False
124379,bottom,True
124432,bottom,False
124568,bottom,False
124702,top,True
124729,top,False
124759,top,False
124945,top,False
125019,top,False
125035,bottom,False
125058,top,False
125379,top,True
125416,top,False
125523,top,True
125735,bottom,False
125749,bottom,False
125752,top,False
125925,top,False
125951,top,False
125996,bottom,True
126043,bottom,False
126289,top,False
126418,bottom,False
126645,top,True
126812,top,False
126972,bottom,False
127003,bottom,False
127428,top,False
127467,bottom,False
127487,top,True
127596,bottom,False
127794,top,False
127814,top,False
127839,top,True
127893,top,False
128079,top,False
128334,top,False
128346,top,False
128355,bottom,False
128450,bottom,False
128547,bottom,False
128817,top,True
128956,top,False
128989,bottom,False
129110,bottom,False
129131,bottom,False
129156,bottom,False
129203,bottom,False
129208,top,False
129260,top,True
129284,bottom,False
129335,bottom,False
129391,top,False
129682,top,False
129826,bottom,False
130176,bottom,False
130250,bottom,False
130260,top,False
130271,top,False
130391,top,False
130412,top,False
130417,bottom,True
130572,bottom,False
130879,top,True
131233,top,False
131261,top,False
131314,top,False
131358,bottom,True
131740,top,False
132154,top,False
132240,top,False
132330,top,False
132503,top,False
132756,bottom,False
132794,bottom,False
132919,bottom,False
132928,bottom,True
132961,bottom,False
133088,top,False
133102,bottom,False
133577,top,True
133783,top,False
133854,bottom,False
133961,bottom,False
134380,bottom,False
134381,bottom,False
134386,bottom,False
134428,bottom,False
134595,bottom,False
134621,bottom,False
134692,top,False
134763,bottom,False
134875,bottom,False
134885,top,True
134891,bottom,False
134914,top,False
135084,bottom,False
135220,bottom,True
135232,top,False
135315,top,False
135435,bottom,False
135479,top,False
135584,top,True
135693,top,True
135739,top,False
135910,bottom,False
135919,top,True
135978,top,True
136109,bottom,False
136363,bottom,False
136453,top,False
136496,bottom,False
136506,top,False
136638,top,False
136647,top,False
136724,bottom,False
136945,top,False
137089,bottom,False
137158,top,False
137177,top,False
137354,top,False
137380,bottom,True
137445,bottom,True
137520,top,False
137546,bottom,False
137570,top,True
137586,bottom,False
137752,bottom,False
137865,top,False
137911,bottom,True
138070,bottom,False
138234,top,True
138257,bottom,False
138315,top,False
138392,bottom,False
138521,top,False
138561,top,False
138622,bottom,False
138886,top,True
138891,top,True
138918,top,False
139072,bottom,True
139081,bottom,False
139206,bottom,False
139211,bottom,False
139264,top,True
139309,bottom,False
139581,bottom,True
139772,top,True
139856,bottom,False
140041,top,True
140102,bottom,False
140335,bottom,False
140468,top,False
140695,bottom,False
140734,top,True
140907,top,False
141059,bottom,False
141146,bottom,False
141163,top,False
141256,bottom,False
141275,top,False
141449,bottom,True
141509,top,False
141613,top,False
141698,bottom,False
141837,top,False
141928,bottom,False
141967,bottom,False
142162,bottom,False
142359,bottom,True
142413,bottom,False
142456,bottom,False
142665,bottom,False
142718,top,False
142942,bottom,False
142964,top,False
142985,bottom,True
143079,bottom,False
143115,bottom,True
143123,bottom,False
143284,top,False
143386,top,False
143514,top,False
143691,top,False
143939,bottom,False
143962,bottom,False
144087,top,False
144110,bottom,False
144120,top,False
144252,top,False
144287,top,False
144430,top,False
144470,bottom,False
144493,bottom,False
144553,top,False
144571,bottom,True
144664,top,False
144692,top,False
144935,top,False
145093,bottom,False
145225,bottom,True
145307,bottom,True
145401,top,False
145539,bottom,False
145578,top,False
145763,bottom,True
145852,top,True
145917,bottom,False
145938,top,False
146150,top,False
146164,bottom,False
146269,bottom,False
146394,top,False
146502,top,False
146715,bottom,True
146772,top,False
146836,top,False
146898,top,True
146937,bottom,False
146981,bottom,False
147246,bottom,False
147292,bottom,True
147334,bottom,True
147450,bottom,False
147507,bottom,False
147572,bottom,True
147639,top,False
147685,bottom,False
147826,top,False
147830,bottom,True
147836,top,False
148012,top,False
148083,bottom,False
148166,top,False
148248,bottom,False
148254,top,False
148358,top,True
148453,bottom,False
148488,bottom,False
148574,bottom,False
148772,bottom,False
148811,bottom,False
148974,bottom,False
149244,top,False
149272,bottom,True
149329,top,False
149473,top,False
149574,top,False
149626,bottom,False
149641,top,False
149721,bottom,False
149805,bottom,True
149859,bottom,False
149896,bottom,True
150039,top,False
150056,bottom,False
150076,bottom,True
150102,bottom,False
150178,bottom,True
150398,bottom,True
150529,top,False
150547,bottom,False
150648,top,True
150818,bottom,False
150860,bottom,False
150861,bottom,False
150936,bottom,False
151171,bottom,False
151188,bottom,False
151255,bottom,False
151297,bottom,False
151354,top,False
151367,top,True
151387,bottom,False
151428,top,False
151543,bottom,False
151588,bottom,True
151823,top,False
151846,top,False
152136,top,False
152233,bottom,False
152269,bottom,False
152371,top,False
152596,top,False
152747,top,False
152824,bottom,False
153206,bottom,False
153448,top,False
153509,bottom,False
153715,bottom,False
153746,bottom,False
153879,bottom,False
153921,top,False
154098,bottom,False
154141,bottom,False
154165,bottom,False
154254,top,False
154280,bottom,False
154381,bottom,False
154392,top,False
154490,bottom,True
154535,top,False
154658,bottom,False
154666,bottom,False
154849,top,False
154995,bottom,False
155074,top,False
155505,top,False
155627,top,False
155665,bottom,False
155726,bottom,True
155827,bottom,False
155888,top,False
155941,bottom,False
155958,bottom,False
156189,top,False
156220,top,True
156370,top,True
156403,bottom,False
156485,top,False
156697,top,True
156750,top,False
156852,top,False
156990,bottom,True
157002,bottom,False
157010,top,False
157098,bottom,False
157124,top,False
157149,bottom,False
157151,top,False
157168,bottom,False
157385,bottom,False
157553,top,True
157584,top,False
157624,bottom,False
157879,bottom,True
157929,bottom,False
158094,top,False
158279,top,False
158375,bottom,False
158459,bottom,True
158501,bottom,False
158595,bottom,False
158623,bottom,False
158679,top,False
158710,top,False
158820,bottom,False
159013,top,False
159030,top,False
159050,top,False
159068,top,False
159201,top,False
159273,top,False
159335,bottom,False
159569,bottom,False
159606,bottom,False
159637,top,False
159790,top,False
159811,top,False
159871,bottom,False
159887,top,False
159961,bottom,False
160149,top,False
160152,top,False
160169,top,False
160191,top,False
160268,top,True
160315,top,False
160475,bottom,False
160706,top,False
160982,bottom,False
161056,bottom,False
161358,bottom,False
161890,bottom,False
161945,bottom,False
161999,top,True
162054,top,False
162085,top,True
162166,top,False
162205,top,True
162303,top,False
162399,bottom,False
162493,top,False
162877,top,False
163067,bottom,False
163075,bottom,True
163117,bottom,False
163195,bottom,True
163209,top,True
163279,bottom,False
163504,top,False
163607,bottom,False
163689,bottom,True
163693,top,False
163794,top,False
163912,bottom,False
164005,top,False
164057,bottom,False
164270,bottom,False
164319,top,False
164380,bottom,False
164413,top,False
164652,bottom,False
164711,top,False
164951,bottom,False
165037,bottom,False
165122,bottom,False
165459,bottom,False
165507,bottom,False
165565,top,True
165633,top,False
165643,bottom,False
165807,bottom,False
165902,top,False
165967,bottom,False
165990,bottom,False
166021,top,False
166026,top,False
166189,bottom,False
166349,top,True
166402,bottom,True
166505,top,False
166549,bottom,False
166647,bottom,False
166818,bottom,False
166972,bottom,False
167030,top,True
167120,top,True
167220,bottom,False
167311,bottom,False
167424,bottom,False
167446,top,True
167447,top,False
167625,bottom,False
167993,top,False
168124,bottom,False
168191,top,True
168212,top,False
168425,bottom,False
168439,bottom,False
168613,top,False
168648,top,False
168732,top,True
168790,bottom,False
168885,bottom,False
169163,top,False
169254,top,False
169278,top,False
169330,bottom,False
169714,top,False
169909,top,False
170045,bottom,True
170086,bottom,False
170171,top,True
170172,top,False
170266,bottom,False
170496,top,False
170502,bottom,True
170510,bottom,False
170619,top,False
170811,bottom,False
170887,bottom,False
171130,top,False
171285,bottom,False
171406,top,True
171635,bottom,False
171875,top,True
171972,bottom,True
172077,top,False
172138,bottom,False
172353,top,False
172381,bottom,False
172400,bottom,False
172857,top,True
173039,top,False
173129,bottom,True
173351,bottom,False
173419,bottom,False
173478,bottom,True
173654,top,False
173708,bottom,True
173971,top,False
173991,top,False
174156,bottom,False
174194,bottom,False
174195,bottom,False
174304,bottom,True
174328,top,True
174426,top,False
174807,top,False
174817,bottom,False
174841,top,False
174944,bottom,False
175086,top,False
175124,top,False
175200,top,False
175324,bottom,False
175412,top,False
175561,bottom,True
175628,top,False
175831,bottom,False
176021,bottom,True
176027,bottom,False
176094,top,False
176322,top,False
176347,top,False
176487,top,False
176813,top,False
176905,top,False
177192,bottom,True
177321,top,False
177328,top,False
177337,bottom,False
177373,bottom,False
177454,top,True
177463,bottom,False
177477,bottom,False
177685,bottom,False
177932,top,False
178129,bottom,False
178169,bottom,False
178234,top,False
178260,top,False
178587,bottom,False
178610,top,False
178620,top,False
178805,bottom,False
178912,top,False
179102,top,True
179208,top,False
179221,bottom,False
179233,bottom,False
179386,bottom,False
179551,bottom,False
179716,bottom,False
179795,top,True
179891,bottom,False
179911,top,True
179952,top,False
179959,top,True
180120,bottom,True
180459,bottom,False
180683,bottom,False
180746,bottom,False
180914,top,True
180998,bottom,False
181059,bottom,False
181212,bottom,True
181392,top,False
181483,bottom,False
181490,bottom,False
181853,bottom,False
181945,top,False
181949,top,False
182050,bottom,False
182059,top,False
182082,bottom,False
182201,top,True
182272,bottom,False
182400,top,False
182409,bottom,False
182517,top,True
182550,bottom,False
182749,top,False
183329,top,True
183550,top,False
183591,bottom,False
183738,top,False
183758,top,False
183971,top,False
184071,top,False
184112,bottom,False
184265,bottom,False
184342,top,False
184819,top,False
184871,bottom,True
184938,bottom,False
185021,top,False
185056,top,True
185074,bottom,False
185137,bottom,False
185157,bottom,False
185368,top,False
185512,bottom,True
185666,bottom,True
185728,bottom,False
185735,top,False
185777,bottom,False
185984,top,False
186065,top,False
186070,bottom,False
186071,top,False
186160,top,False
186354,bottom,False
186386,top,True
186465,top,False
186532,bottom,False
186621,bottom,False
186768,bottom,False
186790,top,False
186890,top,False
187084,top,False
187168,bottom,False
187424,bottom,False
187680,bottom,False
187709,bottom,False
188036,top,False
188051,top,False
188113,top,False
188134,bottom,False
188592,bottom,False
188683,bottom,False
188801,top,False
188805,top,False
188813,top,False
188880,top,False
189024,bottom,False
189066,bottom,False
189098,top,False
189102,top,False
189116,top,False
189329,bottom,False
189473,top,False
189553,bottom,False
